nombre_de_servicio_turistico,identificador_de_clasificacion,clasificacion,identificador_de_categoria,categoria,identificador_de_subcategoria,subcategoria,direccion,correo_electronico,sitio_web,telefono,codigo_de_departamento,codigo_de_provincia,codigo_de_distrito,nombre_de_departamento,nombre_de_provincia,nombre_de_distrito,ruc,siglas,nombre_de_empresa,fecha_de_registro_de_empresa,fecha_actualizacion_datos_de_empresa
Chaskiventura,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Cl. Manuel Maria Izaga 740 Of. 207 (Presencial Y Digital),info@chaskiventura.com     ofinorte@chaskiventura.com,www.chaskiventura.com,074 221282,14,01,01,Lambayeque,Chiclayo,Chiclayo,20480604122,Chaskiventura,Chaskiventura Norte S.A.C,2014-06-10,2025-01-17
Trc Express,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,"Av. Jesus De Nazareth 1890, Urb. Covicorti",nan,www.trcexpress.com,044 612111,13,01,01,La Libertad,Trujillo,Trujillo,20481960127,Trc Express,Trc Express S.A.C,2014-08-28,2025-01-22
Trc Express,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Av. Miguel Grau 1645,reservas_chiclayo@trcexpress.com,www.trcexpress.com,074 612 103,14,01,06,Lambayeque,Chiclayo,La Victoria,20481960127,Trc Express,Trc Express S.A.C,2014-08-28,2025-01-22
Trc Express,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Av. Atahualpa 496/498,reservas_cajamarca@trcexpress.com    reservas_cajamarca@trcexpress.com,www.trcexpress.com,960400785,06,01,01,Cajamarca,Cajamarca,Cajamarca,20481960127,Trc Express,Trc Express S.A.C,2014-08-28,2025-01-22
Punta Parinas,2201,Establecimientos De Hospedaje,220101,Hoteles,22010104,H.2 Estrellas,"Av. Grau Mz. ""A"" Lt 2A",hpptalara@hotmail.com,www.hotelpuntaparinastalara.com,073 498795,20,07,01,Piura,Talara,Parinas,20526123141,Punta Parinas,Inversiones Punta Parinas S.A.C.,2014-09-03,2025-01-04
Sol De Grau,2201,Establecimientos De Hospedaje,220101,Hoteles,22010104,H.2 Estrellas,Cl. Junin 772,reservas.hotelsoldegrau@hotmail.com,www.hostalsoldegrau.com,073 332864,20,01,01,Piura,Piura,Piura,20526531699,Sol De Grau,Carrasco Y Seminario Servicios Turisticos S.A.C,2014-10-09,2025-01-03
El Ronco 294,2202,Alimentos Y Bebidas,220203,Restaurantes Pescados & Mariscos,220203,Restaurantes Pescados & Mariscos,"Av. Victor Raul Haya De La Torre 294, Urb. Bata",elrincondelronco@hotmail.com,,01  4980407,07,01,04,Callao,Callao,La Perla,20518675304,El Ronco 294,El Rincon Del Ronco S.A.C.,2014-10-17,2025-01-05
El Ronco 294,2202,Alimentos Y Bebidas,220202,Restaurantes Comida Peruana,220202,Restaurantes Comida Peruana,"Av. Victor Raul Haya De La Torre 294, Urb. Bata",elrincondelronco@hotmail.com,,51 945258744,07,01,04,Callao,Callao,La Perla,20518675304,El Ronco 294,El Rincon Del Ronco S.A.C.,2014-10-17,2025-01-05
Arennas Mancora,2202,Alimentos Y Bebidas,220201,Restaurantes Comida Internacional,220201,Restaurantes Comida Internacional,Antigua Panamericana Norte Km. 1213,reservashoteles@losportales.com.pe,www.arennasmancora.com,073 283800,20,07,06,Piura,Talara,Mancora,20102434596,Arennas Mancora,Inversiones Costa Norte S.A,2014-10-22,2025-01-04
Dom Hotel,2201,Establecimientos De Hospedaje,220101,Hoteles,22010103,H.3 Estrellas,Cl. Santa Maria 243 Mz G Lt 6. Urb. Santa Isabel,reservas@domhotel.com.pe,www.domhotel.com.pe,073 542697,20,01,01,Piura,Piura,Piura,20530312691,Dom Hotel,Inversiones Y Negocios Santa Isabel S.R.L.,2014-11-26,2025-01-03
Hotel Gran Palma,2201,Establecimientos De Hospedaje,220101,Hoteles,22010103,H.3 Estrellas,"Av. Luis Montero 307 - 315, Distrito De Miraflores",reservas@hotelgranpalma.com,www.hotelgranpalma.com,073 342966,20,01,04,Piura,Piura,Castilla,20523880749,Hotel Gran Palma,Hotel Gran Palma,2014-12-10,2025-01-04
Picanteria El Rinconcito Cataquense,2202,Alimentos Y Bebidas,220218,Picanterias,220218,Picanterias,Jr. Zepita 726 ( A 1 Cdra. De La Cia. De Bomberos),elrinconcitocataquense1978@gmail.com,,947224364,20,01,05,Piura,Piura,Catacaos,20609841088,Picanteria El Rinconcito Cataquense,Negocios Y Servicios Gastronomicos El Rinconcito Cataquense Sociedad Anonima Cerrada,2015-01-30,2025-01-06
Hotel Fundo San Rafael,2201,Establecimientos De Hospedaje,220101,Hoteles,22010103,H.3 Estrellas,Carretera Panamericana Sur Km 449 - Pangaravi,fundosanrafael.hotel@gmail.com,www.fundosanrafael.pe,966951066,11,03,05,Ica,Nasca,Vista Alegre,20534385472,Hotel Fundo San Rafael,Alfaro Rafael S.A.C.,2015-06-09,2025-01-17
Colibri,2201,Establecimientos De Hospedaje,220103,Hostales,22010301,Hs.3 Estrellas,Av. Jose Balta 010 Int. A - Urb. Santa Victoria,hostalcolibri@gmail.com,www.hotelcolibriperu.com,948 331 297,14,01,01,Lambayeque,Chiclayo,Chiclayo,20487475158,Colibri,Inversiones Goimar S.A.C.,2015-06-10,2025-01-20
Latventure Peru,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,"Cl. Los Lirios 188, Urb. Santa Maria D-1",latventureperu@gmail.com     elizabeth.ccanahuire@latventure.com     info@latventure.com,www.latventure.com,958953249,08,01,05,Cusco,Cusco,San Sebastian,20490002350,Latventure Peru,Latventure Peru S.A.C.,2015-06-12,2025-01-23
Tierra Biru Viajes E.I.R.L,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,"Cl. Mariano Santos G-5, Urb. Los Licenciados (Exclusivamente Digital)",info@tierrabiruexpeditions.com     tierrabiru@gmail.com,www.tierrabiruexpeditions.com,989606814,08,01,05,Cusco,Cusco,San Sebastian,20601304253,Tierra Biru Viajes E.I.R.L,Tierra Biru Viajes E.I.R.L,2015-06-16,2025-01-21
Origen Tours,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,"Calle Jerusalen 128, Oficina 305",origentours@gmail.com,www.origentours.com,951210963,04,01,01,Arequipa,Arequipa,Arequipa,20600316673,Origen Tours,Origen Tours E.I.R.L.,2015-06-17,2025-01-29
Origen Tours,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Cl. Triunfo 392 Ofi. 2019,info@origentours.com     origentours@gmail.com,www.origentours.com,951210963,08,01,01,Cusco,Cusco,Cusco,20600316673,Origen Tours,Origen Tours E.I.R.L.,2015-06-17,2025-01-29
Suche Park Hotel,2201,Establecimientos De Hospedaje,220101,Hoteles,22010103,H.3 Estrellas,Urb. Club Grau Av. Los Cocos Nro. 472 Mza. N Lote 8,reservas@sucheparkhotel.com,www.sucheparkhotel.com,073 613439,20,01,01,Piura,Piura,Piura,20526539916,Suche Park Hotel,Inversiones Turisticas Bys S.A.C.,2015-06-23,2025-01-03
Sechurarutas Turismo & Aventura,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Calle Alcantara Navarro 500,sechurarutas@gmail.com     informes@sechurarutas.com,www.sechurarutas.com,953 335 351,20,08,01,Piura,Sechura,Sechura,10407278254,Sechurarutas Turismo & Aventura,Vice Silva Carlos Alberto,2015-07-17,2025-01-04
Aeropuerto Alferez Fap. David Figueroa Fernandini,2203,Transporte,220307,Terminales,22030701,Aeropuertos,Carretera Huanuco - Aeropuerto Km 6,,http://www.corpac.gob.pe/,062 513066,10,01,01,Huanuco,Huanuco,Huanuco,20100004675,Aeropuerto Alferez Fap. David Figueroa Fernandini,Corporacion Peruana De Aeropuertos Y Aviacion Comercial Sa,2015-09-14,2025-01-17
C & D Tours,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Av. Sanchez Cerro 1127 Urb. Club Grau,cdtours@outlook.com.pe,www.cdtoursperu.com,942442948,20,01,01,Piura,Piura,Piura,20530325327,C & D Tours,Agencia De Viajes Y Turismo C&D Tours Eirl,2015-10-13,2025-01-04
X-Treme Tourbulencia,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Cl. Plateros 364,info@x-tremetourbulencia.com     reserve@x-tremetourbulencia.com,www.x-tremetourbulencia.com,084 224362,08,01,01,Cusco,Cusco,Cusco,20490591169,X-Treme Tourbulencia,Aventuras X-Treme Tourbulencia En Cusco E.I.R.L.,2015-12-31,2025-01-29
Pirhua Tour,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Av. Corpac  208,pirhuatour@hotmail.com,www.pirhuatours.com,073 217082,20,01,04,Piura,Piura,Castilla,20526198230,Pirhua Tour,Htg Peruvian Center E.I.R.L.,2016-03-08,2025-01-04
Pirhua Tour,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Jr. Ayacucho 307,pirhuatour@hotmail.com,www.pirhuatours.com,073 217082,20,01,01,Piura,Piura,Piura,20526198230,Pirhua Tour,Htg Peruvian Center E.I.R.L.,2016-03-08,2025-01-04
Hierba Buena Tours,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Urb. Aprovite A-16,reservas@hierbabuena.tours,www.hierbabuena.tours,984763998,08,01,04,Cusco,Cusco,San Jeronimo,20601132991,Hierba Buena Tours,Hierba Buena Servicios Turisticos E.I.R.L,2016-09-19,2025-01-21
Aeropuerto Tingo Maria,2203,Transporte,220307,Terminales,22030701,Aeropuertos,Av. Cap. Fap. Jose A. Quinones S/N,,http://www.corpac.gob.pe/,978471736,10,06,01,Huanuco,Leoncio Prado,Rupa Rupa,20100004675,Aeropuerto Tingo Maria,Corporacion Peruana De Aeropuertos Y Aviacion Comercial Sa,2016-11-15,2025-01-17
Apart Hotel Supersuite,2201,Establecimientos De Hospedaje,220101,Hoteles,22010103,H.3 Estrellas,Jr. Casuarinas 309  - Urbanizacion La Caleta,hotelsupersuitechimbote@gmail.com,https://hotelsupersuite.com/,043  609347,02,18,01,Ancash,Santa,Chimbote,20569324701,Apart Hotel Supersuite,Zeles E.I.R.L.,2016-12-01,2025-01-07
Oceanica Expeditions Peru,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Cl. Los Proceres 178,reservas@oceanica.pe,www.oceanica.pe,987362446,20,07,05,Piura,Talara,Los Organos,20602106331,Oceanica Expeditions Peru,Oceanica Expeditions Peru S.A.C.,2017-02-14,2025-01-04
Reservas Machupicchu Peru,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Pje. Construccion Civil K-17,reservasmachupicchuperu@gmail.com,www.reservasmachupicchuperu.com,984714374,08,01,06,Cusco,Cusco,Santiago,20600824229,Reservas Machupicchu Peru,Reservas Machupicchu Peru E.I.R.L,2017-04-05,2025-01-27
Mako'S Tours,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,"Cl. Triunfo M-8, Residencial Huancaro",reservas@makostours.com,www.makostours.com,984708593,08,01,06,Cusco,Cusco,Santiago,20491238179,Mako'S Tours,Inversiones Mako'S S.R.L,2017-06-22,2025-01-21
Personal Travel Experience,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Cl. Fierro 546,reservations@shareinperu.com,www.shareinperu.com,084 227239,08,01,01,Cusco,Cusco,Cusco,20490162551,Personal Travel Experience,Personal Travel Experience S.A.C.,2017-07-26,2025-01-24
Atlantis Club Zoo- Park,2202,Alimentos Y Bebidas,220202,Restaurantes Comida Peruana,220202,Restaurantes Comida Peruana,Km. 5 Carretera Piura - Chulucanas,atlantisclubpiura@hotmail.com,nan,965958456,20,01,04,Piura,Piura,Castilla,20525738583,Atlantis Club Zoo- Park,Atlantis Club Zoo Park E.I.R.L.,2018-05-14,2025-01-06
Long Horn,2202,Alimentos Y Bebidas,220205,Restaurantes De Carnes Y Parrillas,220205,Restaurantes De Carnes Y Parrillas,Av. Sanchez Cerro 234 (C.C Real Plaza),admi.piura@longhorn.com.pe,www.longhorn.com.pe,073 306086,20,01,01,Piura,Piura,Piura,20554742573,Long Horn,L.H. Piura S.A.C.,2018-05-14,2025-01-06
Long Horn,2202,Alimentos Y Bebidas,220201,Restaurantes Comida Internacional,220201,Restaurantes Comida Internacional,Av. Sanchez Cerro 234 (C.C Real Plaza),admi.piura@longhorn.com.pe,www.longhorn.com.pe,073 306086,20,01,01,Piura,Piura,Piura,20554742573,Long Horn,L.H. Piura S.A.C.,2018-05-14,2025-01-06
Inti Paradise,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,"Cl. Marquez 259, Of. 13",info@intiparadise.com     mcchavez1390@gmail.com,www.intiparadise.com,972250074,08,01,01,Cusco,Cusco,Cusco,20605809783,Inti Paradise,Inti Paradise Agencia De Viajes Y Turismo S.R.L,2018-07-02,2025-01-03
Estancia Real,2201,Establecimientos De Hospedaje,220101,Hoteles,22010104,H.2 Estrellas,Jr. Callao Ndeg446,hotelestanciarealpiura@gmail.com,www.estanciarealpiura.com,073 617329,20,01,01,Piura,Piura,Piura,20602208754,Estancia Real,Caribean Hotel S.A.C.,2018-07-23,2025-01-03
Hotel Costa Del Inka,2201,Establecimientos De Hospedaje,220101,Hoteles,22010103,H.3 Estrellas,Av. Anchoveta Mz W2 Lt 24 - 25 Urb. Miguel Grau,costadelinka@gmail.com,,043 319657,02,18,09,Ancash,Santa,Nuevo Chimbote,20548452431,Hotel Costa Del Inka,Costas Del Inca S.R.L.,2018-08-28,2025-01-07
Movil Bus,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Av. Libertad Mz. Fa Lote 23,,www.movilbus.pe,945160648,02,08,01,Ancash,Casma,Casma,20555901179,Movil Bus,Movil Bus S.A.C,2018-09-20,2025-01-04
Movil Bus,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,"Jr. Ancash 599 / Chavin: Av. Julio Cesar Tello S/N, Ref: Costado Del Centro De Salud",,www.movilbus.pe,938671082,02,10,01,Ancash,Huari,Huari,20555901179,Movil Bus,Movil Bus S.A.C,2018-09-20,2025-01-04
Movil Bus,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Av. Confraternidad Internacional Oeste 451,,www.movilbus.pe,943749212,02,01,05,Ancash,Huaraz,Independencia,20555901179,Movil Bus,Movil Bus S.A.C,2018-09-20,2025-01-04
Movil Bus,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,"Terminal Terrestre - Jr. Loechle Con Jr. Muller, Stand 9 1Er Piso",info@movilgroup.pe,www.movilbus.pe,01  7168000,19,03,01,Pasco,Oxapampa,Oxapampa,20555901179,Movil Bus,Movil Bus S.A.C,2018-09-20,2025-01-04
Movil Bus,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Av. Los Girasoles 570 Urb. Miraflores,info@movilgroup.pe,www.movilbus.pe,01  7168000,19,03,07,Pasco,Oxapampa,Villa Rica,20555901179,Movil Bus,Movil Bus S.A.C,2018-09-20,2025-01-04
Movil Bus,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Av. Nicolas Arriola 780,,www.movilbus.pe,01  7168000,15,01,15,Lima,Lima,La Victoria,20555901179,Movil Bus,Movil Bus S.A.C,2018-09-20,2025-01-04
Movil Bus,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Av. Tomas Valle 651,,www.movilbus.pe,01  7168000,15,01,35,Lima,Lima,San Martin De Porres,20555901179,Movil Bus,Movil Bus S.A.C,2018-09-20,2025-01-04
Movil Bus,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Parque Ramon Castilla 215,,www.movilbus.pe,01 716 8000,10,06,01,Huanuco,Leoncio Prado,Rupa Rupa,20555901179,Movil Bus,Movil Bus S.A.C,2018-09-20,2025-01-04
Movil Bus,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Terminal El Chimbador-Oficina 29,,www.movilbus.pe,,02,18,01,Ancash,Santa,Chimbote,20555901179,Movil Bus,Movil Bus S.A.C,2018-09-20,2025-01-04
Movil Bus,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Av Loreto 1465,,www.movilbus.pe,073 357083,20,01,01,Piura,Piura,Piura,20555901179,Movil Bus,Movil Bus S.A.C,2018-09-20,2025-01-04
Movil Bus,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,"Prolongacion Sanchez Cerro S/N, Lote 9, Zona Industrial 2, Stand 9",,www.movilbus.pe,989 306 834,20,01,01,Piura,Piura,Piura,20555901179,Movil Bus,Movil Bus S.A.C,2018-09-20,2025-01-04
Movil Bus,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Jr. Manco Capac 331/Terminal Municipal,,www.movilbus.pe,956383670,05,01,01,Ayacucho,Huamanga,Ayacucho,20555901179,Movil Bus,Movil Bus S.A.C,2018-09-20,2025-01-04
Movil Bus,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Av.Mesones Muro 800,,www.movilbus.pe,,06,08,01,Cajamarca,Jaen,Jaen,20555901179,Movil Bus,Movil Bus S.A.C,2018-09-20,2025-01-04
Movil Bus,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Parque Ramon Castilla 205,,www.movilbus.pe,,10,06,01,Huanuco,Leoncio Prado,Rupa Rupa,20555901179,Movil Bus,Movil Bus S.A.C,2018-09-20,2025-01-04
Movil Bus,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Av. Ferrocarril 151,admhuancayo@mobilbus.pe,www.movilbus.pe,982287769,12,01,01,Junin,Huancayo,Huancayo,20555901179,Movil Bus,Movil Bus S.A.C,2018-09-20,2025-01-04
Movil Bus,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Av. Gardenias Mz. B Lt. 8 (Frente Al Aeropuerto),adminpucallpa@movilbus.pe,www.movilbus.pe,980605753,25,01,05,Ucayali,Coronel Portillo,Yarinacocha,20555901179,Movil Bus,Movil Bus S.A.C,2018-09-20,2025-01-04
Piura Trips,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Av. Grau 1800 Interior A-1 Villa California,informes@piuratrips.com,www.piuratrips.com,951411377,20,01,04,Piura,Piura,Castilla,20603077947,Piura Trips,Piura Trips E.I.R.L.,2019-02-13,2025-01-04
Buena Vista Lobitos,2201,Establecimientos De Hospedaje,220107,Hospedaje No Categorizado,220107,Hospedaje No Categorizado,Frente A La Av. B De La Nueva Ciudad De Lobitos I Etapa,buenavistalobitos@gmail.com,www.buenavistalobitos.com,994 175 185,20,07,04,Piura,Talara,Lobitos,10078213375,Buena Vista Lobitos,Correa Dubois Augusto Jose Hilarion,2019-07-17,2025-01-04
Destinos Tu Mundo,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Av. Champagnat 1216,info@destinostumundo.com     reservas@destinostumundo.com,www.destinostumundo.com,073 252484,20,06,01,Piura,Sullana,Sullana,20554991875,Destinos Tu Mundo,Destinos Tu Mundo E.I.R.L.,2019-09-03,2025-01-04
Marakos Grill,2202,Alimentos Y Bebidas,220205,Restaurantes De Carnes Y Parrillas,220205,Restaurantes De Carnes Y Parrillas,Av. Santa Victoria 470,marakos.grill.ovalo@gmail.com,www.marakos.pe,961 845 986,14,01,01,Lambayeque,Chiclayo,Chiclayo,20601799317,Marakos Grill,Marakos Grill Concesiones E.I.R.L.,2019-09-06,2025-01-20
Marakos Grill,2202,Alimentos Y Bebidas,220212,Restaurante 3 Tenedores,220212,Restaurante 3 Tenedores,Av. Santa Victoria 470,marakos.grill.ovalo@gmail.com,www.marakos.pe,961 845 986,14,01,01,Lambayeque,Chiclayo,Chiclayo,20601799317,Marakos Grill,Marakos Grill Concesiones E.I.R.L.,2019-09-06,2025-01-20
Maria,2201,Establecimientos De Hospedaje,220101,Hoteles,22010104,H.2 Estrellas,Av. Cabo Alberto Reyes 237,hotel.maria.huarmey@gmail.com     espiritut@gmail.com,,990189516,02,11,01,Ancash,Huarmey,Huarmey,10085509883,Maria,Imelda Gladys Gamarra Farromeque,2019-09-12,2025-01-03
Cordialidad,2201,Establecimientos De Hospedaje,220101,Hoteles,22010104,H.2 Estrellas,Av. Cabo Alberto Reyes  258,reservas@cordialidadhotel.com,,959417817,02,11,01,Ancash,Huarmey,Huarmey,10321222094,Cordialidad,Huerta Poma De Miranda Irmateresa,2019-09-12,2025-01-23
Jessica,2201,Establecimientos De Hospedaje,220103,Hostales,22010302,Hs.2 Estrellas,Av. Cabo Alberto Reyes 145,hoteljessica.reservas@gmail.com,,989320496,02,11,01,Ancash,Huarmey,Huarmey,20541621548,Jessica,Inversiones Trini Efm E.I.R.Ltda.,2019-09-12,2025-01-23
San Pietro,2201,Establecimientos De Hospedaje,220101,Hoteles,22010103,H.3 Estrellas,Av. Meiggs- Iii Etapa - El Trapecio,,,994179009,02,18,01,Ancash,Santa,Chimbote,10329690909,San Pietro,Monica Janet Mezzich Giraldo,2019-09-12,2025-01-07
Mi Estrella,2201,Establecimientos De Hospedaje,220101,Hoteles,22010103,H.3 Estrellas,Urb.  El Trapecio - I Etapa R - 1 20,yildiz1510@hotmail.com,,043 203214,02,18,01,Ancash,Santa,Chimbote,20445638600,Mi Estrella,Restaurant Mi Estrella S.A.C,2019-09-12,2025-01-07
Brilia Ii,2201,Establecimientos De Hospedaje,220101,Hoteles,22010103,H.3 Estrellas,Jr. Mateo Pumacahua- Mz D Lt 5 P.J. Senor De Los Milagros,hotelbrilia@hotmail.com,,998352360,02,18,01,Ancash,Santa,Chimbote,20602793509,Brilia Ii,Corporacion Gume E.I.R.Ltda.,2019-09-12,2025-01-07
Iguazu,2201,Establecimientos De Hospedaje,220101,Hoteles,22010104,H.2 Estrellas,Jr. Elias Aguirre 648 - 650 - Casco Urbano,hoteliguazuchimbote@gmail.com,,922421224,02,18,01,Ancash,Santa,Chimbote,20600291069,Iguazu,Grupo Fabiamar E.I.R.L,2019-09-12,2025-01-22
Los Cocos,2201,Establecimientos De Hospedaje,220101,Hoteles,22010103,H.3 Estrellas,Av. Pacifico - Mz. E Lt 1 - Semi Urbana,reservas@loscocos.com.pe,,043 312805,02,18,09,Ancash,Santa,Nuevo Chimbote,20600004035,Los Cocos,Diemitur S.R.L,2019-09-12,2025-01-07
Country Hotel,2201,Establecimientos De Hospedaje,220101,Hoteles,22010103,H.3 Estrellas,"Av. Country, Urb.El Bosque, Mz H-10,11,12. Frente Al Poder Judicial",countryhotel@hotmail.com,,043 311881,02,18,09,Ancash,Santa,Nuevo Chimbote,20600686411,Country Hotel,Country Group S.A.C,2019-09-13,2025-01-07
Costabela,2201,Establecimientos De Hospedaje,220101,Hoteles,22010103,H.3 Estrellas,Av. Pacifico 586 -Urb. Buenos Aires Ii Etapa,reservas@hotelcostabela.com,www.hotelcostabela.com,043 582712,02,18,09,Ancash,Santa,Nuevo Chimbote,20600483847,Costabela,Jp Hoteleria & Inversiones E.I.R.L,2019-09-13,2025-01-07
Luzanty,2201,Establecimientos De Hospedaje,220101,Hoteles,22010104,H.2 Estrellas,Jr. Elias Aguirre 127 - 129,amparopereda30@gmail.com,,043 346322,02,18,01,Ancash,Santa,Chimbote,10108429904,Luzanty,Amparo D. Pereda P. Vda.De Vizcaino,2019-09-13,2025-01-22
Real Chimbote,2201,Establecimientos De Hospedaje,220101,Hoteles,22010104,H.2 Estrellas,Jr. Saenz Pena 220,reservas.hotelrealchimbote@gmail.com,,043 417793,02,18,01,Ancash,Santa,Chimbote,20602176631,Real Chimbote,Corporacion Real Flor S.A.C,2019-09-14,2025-01-22
Sengor Hotel,2201,Establecimientos De Hospedaje,220101,Hoteles,22010105,H.1 Estrella,Urb. Santo Tomas A-18,hotel.sengor@gmail.com,,956126932,02,18,09,Ancash,Santa,Nuevo Chimbote,10329109742,Sengor Hotel,Vasquez Arevalo Maria Magdalena,2019-09-14,2025-01-24
Canton,2201,Establecimientos De Hospedaje,220103,Hostales,22010301,Hs.3 Estrellas,Jr. Manuel Villavicencio 120,,,043 356276,02,18,01,Ancash,Santa,Chimbote,20226743236,Canton,Hostal Chifa Canton Eirl,2019-09-14,2025-01-24
Dos Flamingo'S,2201,Establecimientos De Hospedaje,220103,Hostales,22010302,Hs.2 Estrellas,Jr. Moquegua 501 (Entre Meiggs Y Pardo),gerenciacermend@hotmail.com,,960835904,02,18,01,Ancash,Santa,Chimbote,20445520781,Dos Flamingo'S,Cermend E.I.R.L,2019-09-16,2025-01-30
La Cueva Del Oso,2201,Establecimientos De Hospedaje,220103,Hostales,22010302,Hs.2 Estrellas,Jr. Casma - Miramar Alto 815 - 817,,,998289732,02,18,01,Ancash,Santa,Chimbote,20445468411,La Cueva Del Oso,Inversiones Gambini E.I.R.L,2019-09-17,2025-01-30
Okinawa,2201,Establecimientos De Hospedaje,220103,Hostales,22010302,Hs.2 Estrellas,Jr. Micaela Bastidas Mz 18 Lte 15A San Juan,,,043 770498,02,18,01,Ancash,Santa,Chimbote,20602784992,Okinawa,Group International Dacasmar S.A.C,2019-09-18,2025-01-30
Le Paris,2201,Establecimientos De Hospedaje,220103,Hostales,22010302,Hs.2 Estrellas,Jr. Jose Balta - El Progreso 1103,leparishostal@gmail.com,,043 346382,02,18,01,Ancash,Santa,Chimbote,10327766002,Le Paris,Leonidas Cesar La Pena Rojas,2019-09-19,2025-01-30
Los Delfines,2201,Establecimientos De Hospedaje,220103,Hostales,22010302,Hs.2 Estrellas,Jr. Manuel Villavicencio 721,hostaldelfines721@gmail.com,,908832973,02,18,01,Ancash,Santa,Chimbote,20605075071,Los Delfines,Inversiones Turisticas Mjn E.I.Ltda.,2019-09-19,2025-01-30
Suites & Spa Elegance Vip,2201,Establecimientos De Hospedaje,220101,Hoteles,22010103,H.3 Estrellas,Jr. Enrique Palacios 247,elegancehotelventas@gmail.com,,998105490,02,18,01,Ancash,Santa,Chimbote,20602082351,Suites & Spa Elegance Vip,Suites & Spa Elegance Vip  Sac,2020-02-08,2025-01-07
Holiday Inn,2201,Establecimientos De Hospedaje,220101,Hoteles,22010102,H.4 Estrellas,Av. Guillermo Gulman 526,reservas.piupr@agrisal.com,www.holidayinn.com,073 282400,20,01,01,Piura,Piura,Piura,20601291119,Holiday Inn,Corporacion Hotelera Piura S.A.C.,2020-02-18,2025-01-03
Andino Tours Peru,2205,Agencias De Viajes Y Turismo,220502,Agencias Minoristas,220502,Agencias Minoristas,Urb. El Eden A-19,info@andinotoursperu.com,www.andinotoursperu.com,984780610,08,01,05,Cusco,Cusco,San Sebastian,20604837724,Andino Tours Peru,Inversiones Turisticas Aremic S.A.C.,2020-03-13,2025-01-25
Andino Tours Peru,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Urb. El Eden A-19,info@andinotoursperu.com,www.andinotoursperu.com,939420650,08,01,05,Cusco,Cusco,San Sebastian,20604837724,Andino Tours Peru,Inversiones Turisticas Aremic S.A.C.,2020-03-13,2025-01-25
La Vaca Loca Tours,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Cl. Los Rubies Mz. N Lot. 14 Urb. Miraflores,informeslavacaloca@gmail.com,,991417287,20,01,04,Piura,Piura,Castilla,20603524439,La Vaca Loca Tours,Asociado E Inversiones D Y B S.A.C.,2020-10-16,2025-01-04
